timestamp,dpid,port_no,utilization,link_label
1778567928,3,1,0.000016,s3_p1
1778567928,3,2,0.000016,path_B
1778567931,3,1,0.000059,s3_p1
1778567931,3,2,0.161724,path_B
1778567931,1,4,0.161725,path_B
1778567931,1,1,0.000059,s1_p1
1778567931,1,2,0.000070,s1_p2
1778567931,1,3,0.000070,path_A
1778567934,1,4,0.041160,path_B
1778567934,1,1,0.000048,s1_p1
1778567934,1,2,0.000048,s1_p2
1778567934,1,3,0.441411,path_A
1778567934,4,4,0.000064,path_B
1778567934,4,1,0.201161,s4_p1
1778567934,4,2,0.000064,s4_p2
1778567934,4,3,0.000064,path_A
1778567934,3,1,0.000048,s3_p1
1778567934,3,2,0.041154,path_B
1778567937,1,4,0.000048,path_B
1778567937,1,1,0.000105,s1_p1
1778567937,1,2,0.000064,s1_p2
1778567937,1,3,0.366519,path_A
1778567937,3,1,0.000048,s3_p1
1778567937,3,2,0.000064,path_B
1778567937,2,1,0.000121,s2_p1
1778567937,2,2,0.366502,path_A
1778567937,4,4,0.000048,path_B
1778567937,4,1,0.366494,s4_p1
1778567937,4,2,0.000048,s4_p2
1778567937,4,3,0.000121,path_A
1778567940,4,4,0.000048,path_B
1778567940,4,1,0.436947,s4_p1
1778567940,4,2,0.000048,s4_p2
1778567940,4,3,0.000093,path_A
1778567940,1,4,0.000064,path_B
1778567940,1,1,0.000109,s1_p1
1778567940,1,2,0.000048,s1_p2
1778567940,1,3,0.436887,path_A
1778567940,2,1,0.000093,s2_p1
1778567940,2,2,0.436915,path_A
1778567940,3,1,0.000064,s3_p1
1778567940,3,2,0.000048,path_B
1778567943,1,4,0.000048,path_B
1778567943,1,1,0.000093,s1_p1
1778567943,1,2,0.000048,s1_p2
1778567943,1,3,0.438834,path_A
1778567943,4,4,0.000064,path_B
1778567943,4,1,0.438828,s4_p1
1778567943,4,2,0.000064,s4_p2
1778567943,4,3,0.000093,path_A
1778567943,2,1,0.000093,s2_p1
1778567943,2,2,0.438827,path_A
1778567943,3,1,0.000048,s3_p1
1778567943,3,2,0.000048,path_B
1778567946,4,4,0.000048,path_B
1778567946,4,1,0.518786,s4_p1
1778567946,4,2,0.000048,s4_p2
1778567946,4,3,0.000109,path_A
1778567946,3,1,0.000048,s3_p1
