timestamp,dpid,port_no,utilization,link_label
1778567535,1,4,0.000076,path_B
1778567535,1,1,0.000076,s1_p1
1778567535,1,2,0.000055,s1_p2
1778567535,1,3,0.031572,path_A
1778567535,4,1,0.031569,s4_p1
1778567535,4,4,0.000090,path_B
1778567535,4,2,0.000090,s4_p2
1778567535,4,3,0.000076,path_A
1778567535,2,1,0.000076,s2_p1
1778567535,2,2,0.031570,path_A
1778567538,4,1,0.285732,s4_p1
1778567538,4,4,0.000064,path_B
1778567538,4,2,0.000048,s4_p2
1778567538,4,3,0.000093,path_A
1778567538,2,1,0.000093,s2_p1
1778567538,2,2,0.285702,path_A
1778567538,1,4,0.000064,path_B
1778567538,1,1,0.000093,s1_p1
1778567538,1,2,0.000048,s1_p2
1778567538,1,3,0.285686,path_A
1778567541,4,1,0.333374,s4_p1
1778567541,4,4,0.000048,path_B
1778567541,4,2,0.000048,s4_p2
1778567541,4,3,0.000093,path_A
1778567541,3,1,0.000048,s3_p1
1778567541,3,2,0.000048,path_B
1778567541,2,1,0.000109,s2_p1
1778567541,2,2,0.333383,path_A
1778567541,1,4,0.000048,path_B
1778567541,1,1,0.000109,s1_p1
1778567541,1,2,0.000064,s1_p2
1778567541,1,3,0.333402,path_A
1778567544,4,1,0.422416,s4_p1
1778567544,4,4,0.000048,path_B
1778567544,4,2,0.000064,s4_p2
1778567544,4,3,0.000120,path_A
1778567544,1,4,0.000048,path_B
1778567544,1,1,0.000104,s1_p1
1778567544,1,2,0.000048,s1_p2
1778567544,1,3,0.422412,path_A
1778567544,3,1,0.000064,s3_p1
1778567544,3,2,0.000064,path_B
1778567544,2,1,0.000104,s2_p1
1778567544,2,2,0.422403,path_A
1778567547,4,1,0.404968,s4_p1
1778567547,4,4,0.000064,path_B
1778567547,4,2,0.000048,s4_p2
1778567547,4,3,0.000093,path_A
1778567547,1,4,0.000064,path_B
1778567547,1,1,0.000093,s1_p1
1778567547,1,2,0.000048,s1_p2
1778567547,1,3,0.404947,path_A
1778567547,3,1,0.000048,s3_p1
1778567547,3,2,0.000048,path_B
1778567547,2,1,0.000093,s2_p1
1778567547,2,2,0.404963,path_A
1778567550,4,1,0.476963,s4_p1
1778567550,4,4,0.000048,path_B
1778567550,4,2,0.000048,s4_p2
1778567550,4,3,0.000093,path_A
1778567550,1,4,0.000048,path_B
1778567550,1,1,0.000109,s1_p1
1778567550,1,2,0.000064,s1_p2
1778567550,1,3,0.477391,path_A
1778567550,3,1,0.000048,s3_p1
1778567550,3,2,0.000048,path_B
1778567550,2,1,0.000109,s2_p1
1778567550,2,2,0.477352,path_A
1778567553,4,1,0.615543,s4_p1
1778567553,4,4,0.000048,path_B
1778567553,4,2,0.000064,s4_p2
1778567553,4,3,0.000109,path_A
1778567553,1,4,0.000048,path_B
1778567553,1,1,0.000093,s1_p1
1778567553,1,2,0.000048,s1_p2
1778567553,1,3,0.615145,path_A
1778567553,3,1,0.000064,s3_p1
1778567553,3,2,0.000064,path_B
1778567553,2,1,0.000093,s2_p1
1778567553,2,2,0.615177,path_A
1778567556,4,1,0.681147,s4_p1
1778567556,4,4,0.000064,path_B
1778567556,4,2,0.000048,s4_p2
1778567556,4,3,0.000093,path_A
1778567556,2,1,0.000093,s2_p1
1778567556,2,2,0.681127,path_A
1778567556,1,4,0.000064,path_B
1778567556,1,1,0.000093,s1_p1
1778567556,1,2,0.000048,s1_p2
1778567556,1,3,0.681088,path_A
1778567556,3,1,0.000048,s3_p1
1778567556,3,2,0.000048,path_B
1778567559,4,1,0.743021,s4_p1
1778567559,4,4,0.000048,path_B
1778567559,4,2,0.000048,s4_p2
1778567559,4,3,0.000093,path_A
1778567559,2,1,0.000109,s2_p1
1778567559,2,2,0.743018,path_A
1778567559,1,4,0.000048,path_B
1778567559,1,1,0.000109,s1_p1
1778567559,1,2,0.000064,s1_p2
1778567559,1,3,0.743036,path_A
1778567559,3,1,0.000048,s3_p1
1778567559,3,2,0.000048,path_B
1778567562,4,1,0.771750,s4_p1
1778567562,4,4,0.000048,path_B
1778567562,4,2,0.000064,s4_p2
1778567562,4,3,0.000109,path_A
1778567562,2,1,0.000093,s2_p1
1778567562,2,2,0.770952,path_A
1778567562,1,4,0.000048,path_B
1778567562,1,1,0.000093,s1_p1
1778567562,1,2,0.000048,s1_p2
1778567562,1,3,0.770954,path_A
1778567562,3,1,0.000064,s3_p1
1778567562,3,2,0.000064,path_B
1778567565,4,1,0.630776,s4_p1
1778567565,4,4,0.000109,path_B
1778567565,4,2,0.000048,s4_p2
1778567565,4,3,0.000048,path_A
1778567565,2,1,0.000048,s2_p1
1778567565,2,2,0.000467,path_A
1778567565,1,4,0.631034,path_B
1778567565,1,1,0.000093,s1_p1
1778567565,1,2,0.000048,s1_p2
1778567565,1,3,0.000451,path_A
1778567565,3,1,0.000093,s3_p1
1778567565,3,2,0.631017,path_B
1778567568,4,1,0.312706,s4_p1
1778567568,4,4,0.000099,path_B
1778567568,4,2,0.000062,s4_p2
1778567568,4,3,0.000062,path_A
1778567568,3,1,0.000099,s3_p1
1778567568,3,2,0.312715,path_B
1778567568,1,4,0.312707,path_B
1778567568,1,1,0.000120,s1_p1
1778567568,1,2,0.000062,s1_p2
1778567568,1,3,0.000062,path_A
1778567568,2,1,0.000062,s2_p1
1778567568,2,2,0.000041,path_A
1778567571,1,4,0.325330,path_B
1778567571,1,1,0.000104,s1_p1
1778567571,1,2,0.000048,s1_p2
1778567571,1,3,0.000048,path_A
1778567571,3,1,0.000120,s3_p1
1778567571,3,2,0.325317,path_B
1778567571,4,1,0.325278,s4_p1
1778567571,4,4,0.000120,path_B
1778567571,4,2,0.000048,s4_p2
1778567571,4,3,0.000048,path_A
1778567571,2,1,0.000048,s2_p1
1778567571,2,2,0.000064,path_A
1778567574,4,1,0.390046,s4_p1
1778567574,4,4,0.000104,path_B
1778567574,4,2,0.000048,s4_p2
1778567574,4,3,0.000048,path_A
1778567574,1,4,0.389994,path_B
1778567574,1,1,0.000120,s1_p1
1778567574,1,2,0.000064,s1_p2
1778567574,1,3,0.000048,path_A
1778567574,3,1,0.000104,s3_p1
1778567574,3,2,0.389998,path_B
1778567574,2,1,0.000048,s2_p1
1778567574,2,2,0.000048,path_A
1778567577,4,1,0.435836,s4_p1
1778567577,4,4,0.000093,path_B
1778567577,4,2,0.000064,s4_p2
1778567577,4,3,0.000064,path_A
1778567577,1,4,0.435837,path_B
1778567577,1,1,0.000093,s1_p1
1778567577,1,2,0.000048,s1_p2
1778567577,1,3,0.000064,path_A
1778567577,3,1,0.000093,s3_p1
1778567577,3,2,0.435788,path_B
1778567577,2,1,0.000064,s2_p1
1778567577,2,2,0.000048,path_A
1778567580,4,1,0.444333,s4_p1
1778567580,4,4,0.000109,path_B
1778567580,4,2,0.000048,s4_p2
1778567580,4,3,0.000048,path_A
1778567580,2,1,0.000048,s2_p1
1778567580,2,2,0.000064,path_A
1778567580,1,4,0.444302,path_B
1778567580,1,1,0.000093,s1_p1
1778567580,1,2,0.000048,s1_p2
1778567580,1,3,0.000048,path_A
1778567580,3,1,0.000109,s3_p1
1778567580,3,2,0.444355,path_B
1778567583,4,1,0.552080,s4_p1
1778567583,4,4,0.000093,path_B
1778567583,4,2,0.000048,s4_p2
1778567583,4,3,0.000048,path_A
1778567583,3,1,0.000093,s3_p1
1778567583,3,2,0.552166,path_B
1778567583,2,1,0.000048,s2_p1
1778567583,2,2,0.000048,path_A
1778567583,1,4,0.552129,path_B
1778567583,1,1,0.000109,s1_p1
1778567583,1,2,0.000064,s1_p2
1778567583,1,3,0.000048,path_A
1778567586,4,1,0.598728,s4_p1
1778567586,4,4,0.000093,path_B
1778567586,4,2,0.000064,s4_p2
1778567586,4,3,0.000064,path_A
1778567586,2,1,0.000064,s2_p1
1778567586,2,2,0.000048,path_A
1778567586,1,4,0.598757,path_B
1778567586,1,1,0.000093,s1_p1
1778567586,1,2,0.000048,s1_p2
1778567586,1,3,0.000064,path_A
1778567586,3,1,0.000093,s3_p1
1778567586,3,2,0.598719,path_B
1778567589,1,4,0.660437,path_B
1778567589,1,1,0.000093,s1_p1
1778567589,1,2,0.000048,s1_p2
1778567589,1,3,0.000048,path_A
1778567589,4,1,0.660389,s4_p1
1778567589,4,4,0.000109,path_B
1778567589,4,2,0.000048,s4_p2
1778567589,4,3,0.000048,path_A
1778567589,2,1,0.000048,s2_p1
1778567589,2,2,0.000064,path_A
1778567589,3,1,0.000109,s3_p1
1778567589,3,2,0.660411,path_B
1778567592,4,1,0.799509,s4_p1
1778567592,4,4,0.000093,path_B
1778567592,4,2,0.000048,s4_p2
1778567592,4,3,0.000048,path_A
1778567592,2,1,0.000048,s2_p1
1778567592,2,2,0.000048,path_A
1778567592,1,4,0.799393,path_B
1778567592,1,1,0.000109,s1_p1
1778567592,1,2,0.000064,s1_p2
1778567592,1,3,0.000048,path_A
1778567592,3,1,0.000093,s3_p1
1778567592,3,2,0.799425,path_B
1778567595,4,1,0.603479,s4_p1
1778567595,4,4,0.000093,path_B
1778567595,4,2,0.000064,s4_p2
1778567595,4,3,0.000064,path_A
1778567595,3,1,0.000093,s3_p1
1778567595,3,2,0.603407,path_B
1778567595,1,4,0.603395,path_B
1778567595,1,1,0.000093,s1_p1
1778567595,1,2,0.000048,s1_p2
1778567595,1,3,0.000064,path_A
1778567595,2,1,0.000064,s2_p1
1778567595,2,2,0.000048,path_A
1778567598,4,1,0.216518,s4_p1
1778567598,4,4,0.000064,path_B
1778567598,4,2,0.000048,s4_p2
1778567598,4,3,0.000093,path_A
1778567598,1,4,0.000064,path_B
1778567598,1,1,0.000093,s1_p1
1778567598,1,2,0.000048,s1_p2
1778567598,1,3,0.216537,path_A
1778567598,3,1,0.000064,s3_p1
1778567598,3,2,0.000064,path_B
1778567598,2,1,0.000093,s2_p1
1778567598,2,2,0.216535,path_A
1778567601,4,1,0.294013,s4_p1
1778567601,4,4,0.000041,path_B
1778567601,4,2,0.000041,s4_p2
1778567601,4,3,0.000099,path_A
1778567601,3,1,0.000041,s3_p1
1778567601,3,2,0.000041,path_B
1778567601,2,1,0.000120,s2_p1
1778567601,2,2,0.294036,path_A
1778567601,1,4,0.000041,path_B
1778567601,1,1,0.000120,s1_p1
1778567601,1,2,0.000062,s1_p2
1778567601,1,3,0.294028,path_A
1778567604,3,1,0.000064,s3_p1
1778567604,3,2,0.000064,path_B
1778567604,1,4,0.000064,path_B
1778567604,1,1,0.000105,s1_p1
1778567604,1,2,0.000048,s1_p2
1778567604,1,3,0.332223,path_A
1778567604,2,1,0.000105,s2_p1
1778567604,2,2,0.332219,path_A
1778567604,4,1,0.332186,s4_p1
1778567604,4,4,0.000064,path_B
1778567604,4,2,0.000064,s4_p2
1778567604,4,3,0.000120,path_A
1778567607,1,4,0.000048,path_B
1778567607,1,1,0.000120,s1_p1
1778567607,1,2,0.000064,s1_p2
1778567607,1,3,0.467607,path_A
1778567607,3,1,0.000048,s3_p1
1778567607,3,2,0.000048,path_B
1778567607,4,1,0.467615,s4_p1
1778567607,4,4,0.000048,path_B
1778567607,4,2,0.000048,s4_p2
1778567607,4,3,0.000104,path_A
1778567607,2,1,0.000104,s2_p1
1778567607,2,2,0.468015,path_A
1778567610,3,1,0.000048,s3_p1
1778567610,3,2,0.000048,path_B
1778567610,2,1,0.000109,s2_p1
1778567610,2,2,0.537161,path_A
1778567610,1,4,0.000048,path_B
1778567610,1,1,0.000093,s1_p1
1778567610,1,2,0.000048,s1_p2
1778567610,1,3,0.537157,path_A
1778567610,4,1,0.537541,s4_p1
1778567610,4,4,0.000048,path_B
1778567610,4,2,0.000048,s4_p2
1778567610,4,3,0.000093,path_A
1778567613,4,1,0.540233,s4_p1
1778567613,4,4,0.000048,path_B
1778567613,4,2,0.000064,s4_p2
1778567613,4,3,0.000109,path_A
1778567613,3,1,0.000064,s3_p1
1778567613,3,2,0.000064,path_B
1778567613,1,4,0.000064,path_B
1778567613,1,1,0.000093,s1_p1
1778567613,1,2,0.000048,s1_p2
1778567613,1,3,0.540949,path_A
1778567613,2,1,0.000093,s2_p1
1778567613,2,2,0.540541,path_A
1778567616,4,1,0.576417,s4_p1
1778567616,4,4,0.000064,path_B
1778567616,4,2,0.000048,s4_p2
1778567616,4,3,0.000093,path_A
1778567616,3,1,0.000048,s3_p1
1778567616,3,2,0.000048,path_B
1778567616,1,4,0.000048,path_B
1778567616,1,1,0.000093,s1_p1
1778567616,1,2,0.000064,s1_p2
1778567616,1,3,0.576011,path_A
1778567616,2,1,0.000093,s2_p1
1778567616,2,2,0.576027,path_A
1778567619,1,4,0.000048,path_B
1778567619,1,1,0.000109,s1_p1
1778567619,1,2,0.000048,s1_p2
1778567619,1,3,0.665674,path_A
1778567619,2,1,0.000109,s2_p1
1778567619,2,2,0.665643,path_A
1778567619,4,1,0.665565,s4_p1
1778567619,4,4,0.000048,path_B
1778567619,4,2,0.000048,s4_p2
1778567619,4,3,0.000093,path_A
1778567619,3,1,0.000048,s3_p1
1778567619,3,2,0.000048,path_B
1778567622,3,1,0.000064,s3_p1
1778567622,3,2,0.000064,path_B
1778567622,4,1,0.660951,s4_p1
1778567622,4,4,0.000048,path_B
1778567622,4,2,0.000064,s4_p2
1778567622,4,3,0.000109,path_A
1778567622,1,4,0.000064,path_B
1778567622,1,1,0.000093,s1_p1
1778567622,1,2,0.000048,s1_p2
1778567622,1,3,0.660898,path_A
1778567622,2,1,0.000093,s2_p1
1778567622,2,2,0.660909,path_A
1778567625,4,1,0.600081,s4_p1
1778567625,4,4,0.000064,path_B
1778567625,4,2,0.000048,s4_p2
1778567625,4,3,0.000093,path_A
1778567625,3,1,0.000048,s3_p1
1778567625,3,2,0.000048,path_B
1778567625,2,1,0.000093,s2_p1
1778567625,2,2,0.600000,path_A
1778567625,1,4,0.000048,path_B
1778567625,1,1,0.000093,s1_p1
1778567625,1,2,0.000064,s1_p2
1778567625,1,3,0.599974,path_A
1778567628,4,1,0.183024,s4_p1
1778567628,4,4,0.000048,path_B
1778567628,4,2,0.000048,s4_p2
1778567628,4,3,0.000093,path_A
1778567628,3,1,0.000048,s3_p1
1778567628,3,2,0.000048,path_B
1778567628,1,4,0.000048,path_B
1778567628,1,1,0.000109,s1_p1
1778567628,1,2,0.000048,s1_p2
1778567628,1,3,0.183059,path_A
1778567628,2,1,0.000109,s2_p1
1778567628,2,2,0.183041,path_A
1778567631,4,1,0.331267,s4_p1
1778567631,4,4,0.000048,path_B
1778567631,4,2,0.000064,s4_p2
1778567631,4,3,0.000109,path_A
1778567631,2,1,0.000093,s2_p1
1778567631,2,2,0.331292,path_A
1778567631,3,1,0.000064,s3_p1
1778567631,3,2,0.000064,path_B
1778567631,1,4,0.000064,path_B
1778567631,1,1,0.000093,s1_p1
1778567631,1,2,0.000048,s1_p2
1778567631,1,3,0.331288,path_A
1778567631,1,4,0.000041,path_B
1778567631,1,1,0.000134,s1_p1
1778567631,1,2,0.000062,s1_p2
1778567631,1,3,0.510279,path_A
1778567631,4,1,0.510235,s4_p1
1778567631,4,4,0.000062,path_B
1778567631,4,2,0.000041,s4_p2
1778567631,4,3,0.000114,path_A
1778567631,2,1,0.000134,s2_p1
1778567631,2,2,0.510217,path_A
1778567631,3,1,0.000041,s3_p1
1778567631,3,2,0.000041,path_B
1778567634,4,1,0.458748,s4_p1
1778567634,4,4,0.000048,path_B
1778567634,4,2,0.000064,s4_p2
1778567634,4,3,0.000109,path_A
1778567634,1,4,0.000048,path_B
1778567634,1,1,0.000093,s1_p1
1778567634,1,2,0.000048,s1_p2
1778567634,1,3,0.458695,path_A
1778567634,3,1,0.000048,s3_p1
1778567634,3,2,0.000064,path_B
1778567634,2,1,0.000093,s2_p1
1778567634,2,2,0.458718,path_A
1778567637,4,1,0.485254,s4_p1
1778567637,4,4,0.000064,path_B
1778567637,4,2,0.000048,s4_p2
1778567637,4,3,0.000104,path_A
1778567637,3,1,0.000064,s3_p1
1778567637,3,2,0.000048,path_B
1778567637,1,4,0.000064,path_B
1778567637,1,1,0.000104,s1_p1
1778567637,1,2,0.000048,s1_p2
1778567637,1,3,0.485226,path_A
1778567637,2,1,0.000104,s2_p1
1778567637,2,2,0.485257,path_A
1778567640,4,1,0.543705,s4_p1
1778567640,4,4,0.000048,path_B
1778567640,4,2,0.000048,s4_p2
1778567640,4,3,0.000093,path_A
1778567640,2,1,0.000109,s2_p1
1778567640,2,2,0.543695,path_A
1778567640,3,1,0.000048,s3_p1
1778567640,3,2,0.000048,path_B
1778567640,1,4,0.000048,path_B
1778567640,1,1,0.000109,s1_p1
1778567640,1,2,0.000064,s1_p2
1778567640,1,3,0.543691,path_A
1778567643,2,1,0.000093,s2_p1
1778567643,2,2,0.593739,path_A
1778567643,1,4,0.000048,path_B
1778567643,1,1,0.000093,s1_p1
1778567643,1,2,0.000048,s1_p2
1778567643,1,3,0.593742,path_A
1778567643,4,1,0.593642,s4_p1
1778567643,4,4,0.000048,path_B
1778567643,4,2,0.000064,s4_p2
1778567643,4,3,0.000109,path_A
1778567643,3,1,0.000048,s3_p1
1778567643,3,2,0.000064,path_B
1778567646,4,1,0.681566,s4_p1
1778567646,4,4,0.000064,path_B
1778567646,4,2,0.000048,s4_p2
1778567646,4,3,0.000093,path_A
1778567646,3,1,0.000064,s3_p1
1778567646,3,2,0.000048,path_B
1778567646,1,4,0.000064,path_B
1778567646,1,1,0.000093,s1_p1
1778567646,1,2,0.000048,s1_p2
1778567646,1,3,0.681481,path_A
1778567646,2,1,0.000093,s2_p1
1778567646,2,2,0.681475,path_A
1778567649,1,4,0.000048,path_B
